Compound.and.Iso.name,iso.mz,RT..min.,z,Column,Compound.Name,Emperical.Formula,m.z,C,N,this.N,possibilities,names.isotopes,X,Compound.Type,Compound.Name_old,Compound.Name_figure,QE.LinRange,QE.RF.ratio,QE.RSD,TQS.LinRange,TQS.RF.ratio,TQS.RSD,ionization_form,C0,Fraction1,Fraction2,Conc..uM,HILICMix,Date.added,CHEBI,KEGGNAME
Glycine betaine_13C-0 15N-1,119.08384,0.71,1,RP,Glycine betaine,C5H11NO2,118.086804,5,N,1,12,13C-0 15N-1,30,Amino Acid derivative,Betaine,Glycine betaine,50 - >10000,-0.411,7.9,500 - 5000,-0.436,2.7,[M+H],cpd:C00719,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17750,"Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate"
Glycine betaine_13C-1 15N-0,119.090158,0.71,1,RP,Glycine betaine,C5H11NO2,118.086804,5,N,1,12,13C-1 15N-0,30,Amino Acid derivative,Betaine,Glycine betaine,50 - >10000,-0.411,7.9,500 - 5000,-0.436,2.7,[M+H],cpd:C00719,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17750,"Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate"
Glycine betaine_13C-1 15N-1,120.087194,0.71,1,RP,Glycine betaine,C5H11NO2,118.086804,5,N,1,12,13C-1 15N-1,30,Amino Acid derivative,Betaine,Glycine betaine,50 - >10000,-0.411,7.9,500 - 5000,-0.436,2.7,[M+H],cpd:C00719,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17750,"Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate"
Glycine betaine_13C-2 15N-0,120.093512,0.71,1,RP,Glycine betaine,C5H11NO2,118.086804,5,N,1,12,13C-2 15N-0,30,Amino Acid derivative,Betaine,Glycine betaine,50 - >10000,-0.411,7.9,500 - 5000,-0.436,2.7,[M+H],cpd:C00719,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17750,"Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate"
Glycine betaine_13C-2 15N-1,121.090548,0.71,1,RP,Glycine betaine,C5H11NO2,118.086804,5,N,1,12,13C-2 15N-1,30,Amino Acid derivative,Betaine,Glycine betaine,50 - >10000,-0.411,7.9,500 - 5000,-0.436,2.7,[M+H],cpd:C00719,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17750,"Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate"
Glycine betaine_13C-3 15N-0,121.096866,0.71,1,RP,Glycine betaine,C5H11NO2,118.086804,5,N,1,12,13C-3 15N-0,30,Amino Acid derivative,Betaine,Glycine betaine,50 - >10000,-0.411,7.9,500 - 5000,-0.436,2.7,[M+H],cpd:C00719,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17750,"Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate"
Glycine betaine_13C-3 15N-1,122.093902,0.71,1,RP,Glycine betaine,C5H11NO2,118.086804,5,N,1,12,13C-3 15N-1,30,Amino Acid derivative,Betaine,Glycine betaine,50 - >10000,-0.411,7.9,500 - 5000,-0.436,2.7,[M+H],cpd:C00719,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17750,"Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate"
Glycine betaine_13C-4 15N-0,122.10022,0.71,1,RP,Glycine betaine,C5H11NO2,118.086804,5,N,1,12,13C-4 15N-0,30,Amino Acid derivative,Betaine,Glycine betaine,50 - >10000,-0.411,7.9,500 - 5000,-0.436,2.7,[M+H],cpd:C00719,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17750,"Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate"
Glycine betaine_13C-4 15N-1,123.097256,0.71,1,RP,Glycine betaine,C5H11NO2,118.086804,5,N,1,12,13C-4 15N-1,30,Amino Acid derivative,Betaine,Glycine betaine,50 - >10000,-0.411,7.9,500 - 5000,-0.436,2.7,[M+H],cpd:C00719,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17750,"Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate"
Glycine betaine_13C-5 15N-0,123.103574,0.71,1,RP,Glycine betaine,C5H11NO2,118.086804,5,N,1,12,13C-5 15N-0,30,Amino Acid derivative,Betaine,Glycine betaine,50 - >10000,-0.411,7.9,500 - 5000,-0.436,2.7,[M+H],cpd:C00719,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17750,"Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate"
Glycine betaine_13C-5 15N-1,124.10061,0.71,1,RP,Glycine betaine,C5H11NO2,118.086804,5,N,1,12,13C-5 15N-1,30,Amino Acid derivative,Betaine,Glycine betaine,50 - >10000,-0.411,7.9,500 - 5000,-0.436,2.7,[M+H],cpd:C00719,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17750,"Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate"
S-Adenosylhomocysteine_13C-0 15N-0,385.129416,0.96,1,RP,S-Adenosylhomocysteine,C14H20N6O5S,385.129416,14,N6,6,105,13C-0 15N-0,21,Amino Acid synthesis,Adenosyl Homocysteine,SAH,50 - >10000,0.245,35.9,May-00,0.118,2.2,[M+H],cpd:C00021,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16680,S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine
S-Adenosylhomocysteine_13C-0 15N-1,386.126452,0.96,1,RP,S-Adenosylhomocysteine,C14H20N6O5S,385.129416,14,N6,6,105,13C-0 15N-1,21,Amino Acid synthesis,Adenosyl Homocysteine,SAH,50 - >10000,0.245,35.9,May-00,0.118,2.2,[M+H],cpd:C00021,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16680,S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine
S-Adenosylhomocysteine_13C-1 15N-0,386.13277,0.96,1,RP,S-Adenosylhomocysteine,C14H20N6O5S,385.129416,14,N6,6,105,13C-1 15N-0,21,Amino Acid synthesis,Adenosyl Homocysteine,SAH,50 - >10000,0.245,35.9,May-00,0.118,2.2,[M+H],cpd:C00021,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16680,S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine
S-Adenosylhomocysteine_13C-1 15N-1,387.129806,0.96,1,RP,S-Adenosylhomocysteine,C14H20N6O5S,385.129416,14,N6,6,105,13C-1 15N-1,21,Amino Acid synthesis,Adenosyl Homocysteine,SAH,50 - >10000,0.245,35.9,May-00,0.118,2.2,[M+H],cpd:C00021,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16680,S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine
S-Adenosylhomocysteine_13C-2 15N-0,387.136124,0.96,1,RP,S-Adenosylhomocysteine,C14H20N6O5S,385.129416,14,N6,6,105,13C-2 15N-0,21,Amino Acid synthesis,Adenosyl Homocysteine,SAH,50 - >10000,0.245,35.9,May-00,0.118,2.2,[M+H],cpd:C00021,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16680,S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine
S-Adenosylhomocysteine_13C-2 15N-1,388.13316,0.96,1,RP,S-Adenosylhomocysteine,C14H20N6O5S,385.129416,14,N6,6,105,13C-2 15N-1,21,Amino Acid synthesis,Adenosyl Homocysteine,SAH,50 - >10000,0.245,35.9,May-00,0.118,2.2,[M+H],cpd:C00021,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16680,S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine
S-Adenosylhomocysteine_13C-3 15N-0,388.139478,0.96,1,RP,S-Adenosylhomocysteine,C14H20N6O5S,385.129416,14,N6,6,105,13C-3 15N-0,21,Amino Acid synthesis,Adenosyl Homocysteine,SAH,50 - >10000,0.245,35.9,May-00,0.118,2.2,[M+H],cpd:C00021,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16680,S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine
S-Adenosylhomocysteine_13C-3 15N-1,389.136514,0.96,1,RP,S-Adenosylhomocysteine,C14H20N6O5S,385.129416,14,N6,6,105,13C-3 15N-1,21,Amino Acid synthesis,Adenosyl Homocysteine,SAH,50 - >10000,0.245,35.9,May-00,0.118,2.2,[M+H],cpd:C00021,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16680,S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine
S-Adenosylhomocysteine_13C-4 15N-0,389.142832,0.96,1,RP,S-Adenosylhomocysteine,C14H20N6O5S,385.129416,14,N6,6,105,13C-4 15N-0,21,Amino Acid synthesis,Adenosyl Homocysteine,SAH,50 - >10000,0.245,35.9,May-00,0.118,2.2,[M+H],cpd:C00021,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16680,S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine
S-Adenosylhomocysteine_13C-4 15N-1,390.139868,0.96,1,RP,S-Adenosylhomocysteine,C14H20N6O5S,385.129416,14,N6,6,105,13C-4 15N-1,21,Amino Acid synthesis,Adenosyl Homocysteine,SAH,50 - >10000,0.245,35.9,May-00,0.118,2.2,[M+H],cpd:C00021,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16680,S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine
S-Adenosylhomocysteine_13C-5 15N-0,390.146186,0.96,1,RP,S-Adenosylhomocysteine,C14H20N6O5S,385.129416,14,N6,6,105,13C-5 15N-0,21,Amino Acid synthesis,Adenosyl Homocysteine,SAH,50 - >10000,0.245,35.9,May-00,0.118,2.2,[M+H],cpd:C00021,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16680,S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine
S-Adenosylhomocysteine_13C-5 15N-1,391.143222,0.96,1,RP,S-Adenosylhomocysteine,C14H20N6O5S,385.129416,14,N6,6,105,13C-5 15N-1,21,Amino Acid synthesis,Adenosyl Homocysteine,SAH,50 - >10000,0.245,35.9,May-00,0.118,2.2,[M+H],cpd:C00021,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16680,S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine
S-Adenosylmethionine_13C-0 15N-0,399.145066,0.71,1,RP,S-Adenosylmethionine,C15H22N6O5S,399.145066,15,N6,6,112,13C-0 15N-0,22,Amino Acid synthesis,Adenosyl Methionine,SAM,500 - >10000,0.064,7,50 - >10000,0.091,4.4,[M+H],cpd:C00019,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:15414,S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM
S-Adenosylmethionine_13C-0 15N-1,400.142102,0.71,1,RP,S-Adenosylmethionine,C15H22N6O5S,399.145066,15,N6,6,112,13C-0 15N-1,22,Amino Acid synthesis,Adenosyl Methionine,SAM,500 - >10000,0.064,7,50 - >10000,0.091,4.4,[M+H],cpd:C00019,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:15414,S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM
S-Adenosylmethionine_13C-1 15N-0,400.14842,0.71,1,RP,S-Adenosylmethionine,C15H22N6O5S,399.145066,15,N6,6,112,13C-1 15N-0,22,Amino Acid synthesis,Adenosyl Methionine,SAM,500 - >10000,0.064,7,50 - >10000,0.091,4.4,[M+H],cpd:C00019,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:15414,S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM
S-Adenosylmethionine_13C-1 15N-1,401.145456,0.71,1,RP,S-Adenosylmethionine,C15H22N6O5S,399.145066,15,N6,6,112,13C-1 15N-1,22,Amino Acid synthesis,Adenosyl Methionine,SAM,500 - >10000,0.064,7,50 - >10000,0.091,4.4,[M+H],cpd:C00019,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:15414,S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM
S-Adenosylmethionine_13C-2 15N-0,401.151774,0.71,1,RP,S-Adenosylmethionine,C15H22N6O5S,399.145066,15,N6,6,112,13C-2 15N-0,22,Amino Acid synthesis,Adenosyl Methionine,SAM,500 - >10000,0.064,7,50 - >10000,0.091,4.4,[M+H],cpd:C00019,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:15414,S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM
S-Adenosylmethionine_13C-2 15N-1,402.14881,0.71,1,RP,S-Adenosylmethionine,C15H22N6O5S,399.145066,15,N6,6,112,13C-2 15N-1,22,Amino Acid synthesis,Adenosyl Methionine,SAM,500 - >10000,0.064,7,50 - >10000,0.091,4.4,[M+H],cpd:C00019,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:15414,S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM
S-Adenosylmethionine_13C-3 15N-0,402.155128,0.71,1,RP,S-Adenosylmethionine,C15H22N6O5S,399.145066,15,N6,6,112,13C-3 15N-0,22,Amino Acid synthesis,Adenosyl Methionine,SAM,500 - >10000,0.064,7,50 - >10000,0.091,4.4,[M+H],cpd:C00019,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:15414,S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM
S-Adenosylmethionine_13C-3 15N-1,403.152164,0.71,1,RP,S-Adenosylmethionine,C15H22N6O5S,399.145066,15,N6,6,112,13C-3 15N-1,22,Amino Acid synthesis,Adenosyl Methionine,SAM,500 - >10000,0.064,7,50 - >10000,0.091,4.4,[M+H],cpd:C00019,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:15414,S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM
S-Adenosylmethionine_13C-4 15N-0,403.158482,0.71,1,RP,S-Adenosylmethionine,C15H22N6O5S,399.145066,15,N6,6,112,13C-4 15N-0,22,Amino Acid synthesis,Adenosyl Methionine,SAM,500 - >10000,0.064,7,50 - >10000,0.091,4.4,[M+H],cpd:C00019,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:15414,S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM
S-Adenosylmethionine_13C-4 15N-1,404.155518,0.71,1,RP,S-Adenosylmethionine,C15H22N6O5S,399.145066,15,N6,6,112,13C-4 15N-1,22,Amino Acid synthesis,Adenosyl Methionine,SAM,500 - >10000,0.064,7,50 - >10000,0.091,4.4,[M+H],cpd:C00019,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:15414,S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM
S-Adenosylmethionine_13C-5 15N-0,404.161836,0.71,1,RP,S-Adenosylmethionine,C15H22N6O5S,399.145066,15,N6,6,112,13C-5 15N-0,22,Amino Acid synthesis,Adenosyl Methionine,SAM,500 - >10000,0.064,7,50 - >10000,0.091,4.4,[M+H],cpd:C00019,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:15414,S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM
S-Adenosylmethionine_13C-5 15N-1,405.158872,0.71,1,RP,S-Adenosylmethionine,C15H22N6O5S,399.145066,15,N6,6,112,13C-5 15N-1,22,Amino Acid synthesis,Adenosyl Methionine,SAM,500 - >10000,0.064,7,50 - >10000,0.091,4.4,[M+H],cpd:C00019,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:15414,S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM
Glutathione_13C-0 15N-0,308.091634,0.87,1,RP,Glutathione,C10H17N3O6S,308.091634,10,N3,3,44,13C-0 15N-0,67,Antioxidant,Glutathione,Glutathione,50 - >10000,0.025,97.5,May-00,0.001,40.2,[M+H],cpd:C00051,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16856,Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione
Glutathione_13C-0 15N-1,309.08867,0.87,1,RP,Glutathione,C10H17N3O6S,308.091634,10,N3,3,44,13C-0 15N-1,67,Antioxidant,Glutathione,Glutathione,50 - >10000,0.025,97.5,May-00,0.001,40.2,[M+H],cpd:C00051,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16856,Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione
Glutathione_13C-1 15N-0,309.094988,0.87,1,RP,Glutathione,C10H17N3O6S,308.091634,10,N3,3,44,13C-1 15N-0,67,Antioxidant,Glutathione,Glutathione,50 - >10000,0.025,97.5,May-00,0.001,40.2,[M+H],cpd:C00051,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16856,Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione
Glutathione_13C-1 15N-1,310.092024,0.87,1,RP,Glutathione,C10H17N3O6S,308.091634,10,N3,3,44,13C-1 15N-1,67,Antioxidant,Glutathione,Glutathione,50 - >10000,0.025,97.5,May-00,0.001,40.2,[M+H],cpd:C00051,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16856,Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione
Glutathione_13C-2 15N-0,310.098342,0.87,1,RP,Glutathione,C10H17N3O6S,308.091634,10,N3,3,44,13C-2 15N-0,67,Antioxidant,Glutathione,Glutathione,50 - >10000,0.025,97.5,May-00,0.001,40.2,[M+H],cpd:C00051,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16856,Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione
Glutathione_13C-2 15N-1,311.095378,0.87,1,RP,Glutathione,C10H17N3O6S,308.091634,10,N3,3,44,13C-2 15N-1,67,Antioxidant,Glutathione,Glutathione,50 - >10000,0.025,97.5,May-00,0.001,40.2,[M+H],cpd:C00051,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16856,Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione
Glutathione_13C-3 15N-0,311.101696,0.87,1,RP,Glutathione,C10H17N3O6S,308.091634,10,N3,3,44,13C-3 15N-0,67,Antioxidant,Glutathione,Glutathione,50 - >10000,0.025,97.5,May-00,0.001,40.2,[M+H],cpd:C00051,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16856,Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione
Glutathione_13C-3 15N-1,312.098732,0.87,1,RP,Glutathione,C10H17N3O6S,308.091634,10,N3,3,44,13C-3 15N-1,67,Antioxidant,Glutathione,Glutathione,50 - >10000,0.025,97.5,May-00,0.001,40.2,[M+H],cpd:C00051,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16856,Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione
Glutathione_13C-4 15N-0,312.10505,0.87,1,RP,Glutathione,C10H17N3O6S,308.091634,10,N3,3,44,13C-4 15N-0,67,Antioxidant,Glutathione,Glutathione,50 - >10000,0.025,97.5,May-00,0.001,40.2,[M+H],cpd:C00051,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16856,Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione
Glutathione_13C-4 15N-1,313.102086,0.87,1,RP,Glutathione,C10H17N3O6S,308.091634,10,N3,3,44,13C-4 15N-1,67,Antioxidant,Glutathione,Glutathione,50 - >10000,0.025,97.5,May-00,0.001,40.2,[M+H],cpd:C00051,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16856,Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione
Glutathione_13C-5 15N-0,313.108404,0.87,1,RP,Glutathione,C10H17N3O6S,308.091634,10,N3,3,44,13C-5 15N-0,67,Antioxidant,Glutathione,Glutathione,50 - >10000,0.025,97.5,May-00,0.001,40.2,[M+H],cpd:C00051,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16856,Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione
Glutathione_13C-5 15N-1,314.10544,0.87,1,RP,Glutathione,C10H17N3O6S,308.091634,10,N3,3,44,13C-5 15N-1,67,Antioxidant,Glutathione,Glutathione,50 - >10000,0.025,97.5,May-00,0.001,40.2,[M+H],cpd:C00051,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16856,Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione
Melatonin_13C-0 15N-0,233.129003,6.51,1,RP,Melatonin,C13H16N2O2,233.129003,13,N2,2,42,13C-0 15N-0,85,Circadian,Melatonin,Melatonin,5 - >10000,1.492,3.3,<0.5 - 500,1.121,1,[M+H],cpd:C01598,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16796,Melatonin; N-Acetyl-5-methoxytryptamine
Melatonin_13C-0 15N-1,234.126039,6.51,1,RP,Melatonin,C13H16N2O2,233.129003,13,N2,2,42,13C-0 15N-1,85,Circadian,Melatonin,Melatonin,5 - >10000,1.492,3.3,<0.5 - 500,1.121,1,[M+H],cpd:C01598,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16796,Melatonin; N-Acetyl-5-methoxytryptamine
Melatonin_13C-1 15N-0,234.132357,6.51,1,RP,Melatonin,C13H16N2O2,233.129003,13,N2,2,42,13C-1 15N-0,85,Circadian,Melatonin,Melatonin,5 - >10000,1.492,3.3,<0.5 - 500,1.121,1,[M+H],cpd:C01598,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16796,Melatonin; N-Acetyl-5-methoxytryptamine
Melatonin_13C-1 15N-1,235.129393,6.51,1,RP,Melatonin,C13H16N2O2,233.129003,13,N2,2,42,13C-1 15N-1,85,Circadian,Melatonin,Melatonin,5 - >10000,1.492,3.3,<0.5 - 500,1.121,1,[M+H],cpd:C01598,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16796,Melatonin; N-Acetyl-5-methoxytryptamine
Melatonin_13C-2 15N-0,235.135711,6.51,1,RP,Melatonin,C13H16N2O2,233.129003,13,N2,2,42,13C-2 15N-0,85,Circadian,Melatonin,Melatonin,5 - >10000,1.492,3.3,<0.5 - 500,1.121,1,[M+H],cpd:C01598,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16796,Melatonin; N-Acetyl-5-methoxytryptamine
Melatonin_13C-2 15N-1,236.132747,6.51,1,RP,Melatonin,C13H16N2O2,233.129003,13,N2,2,42,13C-2 15N-1,85,Circadian,Melatonin,Melatonin,5 - >10000,1.492,3.3,<0.5 - 500,1.121,1,[M+H],cpd:C01598,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16796,Melatonin; N-Acetyl-5-methoxytryptamine
Melatonin_13C-3 15N-0,236.139065,6.51,1,RP,Melatonin,C13H16N2O2,233.129003,13,N2,2,42,13C-3 15N-0,85,Circadian,Melatonin,Melatonin,5 - >10000,1.492,3.3,<0.5 - 500,1.121,1,[M+H],cpd:C01598,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16796,Melatonin; N-Acetyl-5-methoxytryptamine
Melatonin_13C-3 15N-1,237.136101,6.51,1,RP,Melatonin,C13H16N2O2,233.129003,13,N2,2,42,13C-3 15N-1,85,Circadian,Melatonin,Melatonin,5 - >10000,1.492,3.3,<0.5 - 500,1.121,1,[M+H],cpd:C01598,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16796,Melatonin; N-Acetyl-5-methoxytryptamine
Melatonin_13C-4 15N-0,237.142419,6.51,1,RP,Melatonin,C13H16N2O2,233.129003,13,N2,2,42,13C-4 15N-0,85,Circadian,Melatonin,Melatonin,5 - >10000,1.492,3.3,<0.5 - 500,1.121,1,[M+H],cpd:C01598,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16796,Melatonin; N-Acetyl-5-methoxytryptamine
Melatonin_13C-4 15N-1,238.139455,6.51,1,RP,Melatonin,C13H16N2O2,233.129003,13,N2,2,42,13C-4 15N-1,85,Circadian,Melatonin,Melatonin,5 - >10000,1.492,3.3,<0.5 - 500,1.121,1,[M+H],cpd:C01598,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16796,Melatonin; N-Acetyl-5-methoxytryptamine
Melatonin_13C-5 15N-0,238.145773,6.51,1,RP,Melatonin,C13H16N2O2,233.129003,13,N2,2,42,13C-5 15N-0,85,Circadian,Melatonin,Melatonin,5 - >10000,1.492,3.3,<0.5 - 500,1.121,1,[M+H],cpd:C01598,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16796,Melatonin; N-Acetyl-5-methoxytryptamine
Melatonin_13C-5 15N-1,239.142809,6.51,1,RP,Melatonin,C13H16N2O2,233.129003,13,N2,2,42,13C-5 15N-1,85,Circadian,Melatonin,Melatonin,5 - >10000,1.492,3.3,<0.5 - 500,1.121,1,[M+H],cpd:C01598,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16796,Melatonin; N-Acetyl-5-methoxytryptamine
NA,NA,14.725,1,RP,"alpha-Tocopherol, 2H6",C29D6H44O2,436.4182,NA,NA,NA,NA,NA,24,Internal Standard,"Alpha-Tocopherol, D6","alpha-Tocopherol, 2H6",NA,NA,NA,NA,NA,NA,[M+H],NA,CyanoAq,CyanoDCM,5,NA,170301,NA,NA
NA,NA,12.15,1,RP,"Arachidonic acid, 2H8",C20D8H24O2,313.2977,NA,NA,NA,NA,NA,27,Internal Standard,"Arachiodonic Acid, D8","Arachidonic acid, 2H8",NA,NA,NA,NA,NA,NA,[M+H],NA,CyanoAq,CyanoDCM,20,NA,160401,NA,NA
NA,NA,12.23,1,RP,"Docosahexaenoic acid, 2H5",C22H28D5O2,334.2789,NA,NA,NA,NA,NA,57,Internal Standard,"Docosahexaenoic Acid, D5","Docosahexaenoic acid, 2H5",NA,NA,NA,NA,NA,NA,[M+H],NA,CyanoAq,CyanoDCM,2,NA,170301,NA,NA
