Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Fraction1,N.lab,C.lab,runDate,type,SampID,ionization,rep,Timepoint,Experiment,Blk.flag,ppm.flag,size.flag,RT.check,all.flags,rawArea,iso.mz,RT..min.,Column,Blk.Max.Area,Area.less.blk,Area.filled.w.background,all.area,MID,Time of day,Vol Filtered (L),Incubation time (hr),Time since last sample (hr),total.GBT.nM.in.sample,total.GBT.nM.in.sample.sd,GBT.nM,GBT.nM.sd
Glycine betaine,200605_Smp_GBTFate1MT0-pos_A,Glycine betaine_13C-5 15N-1,7.99,245987696,2268376,15421406,HILICPos,1,5,200605,Smp,GBTFate1MT0,pos,A,0,Fate1,ok,ok,ok,ok,all ok,245987696,124.10061,7.86,HILIC,61051728,184935968,184935968,1416111462,0.1305942173074509,900,2,0.5,0,0.46883913404280114,0.021484735290814735,0.06122767975342268,0.002805782189361719
Glycine betaine,200605_Smp_GBTFate1MT0-pos_B,Glycine betaine_13C-5 15N-1,7.99,261492896,2833865,15759908,HILICPos,1,5,200605,Smp,GBTFate1MT0,pos,B,0,Fate1,ok,ok,ok,ok,all ok,261492896,124.10061,7.86,HILIC,61051728,200441168,200441168,1582791441,0.12663776338932073,900,2,0.5,0,0.5416364454577615,0.02482070034165592,0.06859162802291272,0.0031432379770238543
Glycine betaine,200605_Smp_GBTFate1MT0-pos_C,Glycine betaine_13C-5 15N-1,7.95,384325248,3671120,23424622,HILICPos,1,5,200605,Smp,GBTFate1MT0,pos,C,0,Fate1,ok,ok,ok,ok,all ok,384325248,124.10061,7.86,HILIC,61051728,323273520,323273520,2384071873,0.13559722073026614,900,1.95,0.5,0,0.8268328671124805,0.03788993705895573,0.11211623878888984,0.005137770158839111
Glycine betaine,200605_Smp_GBTFate1MT12-pos_A,Glycine betaine_13C-5 15N-1,7.99,3046539776,35614716,186539072,HILICPos,1,5,200605,Smp,GBTFate1MT12,pos,A,12,Fate1,ok,ok,ok,ok,all ok,3046539776,124.10061,7.86,HILIC,61051728,2985488048,2985488048,4370402808,0.683115076380392,1930,2,12.5,3.5,1.3172142302747538,0.06036185336048296,0.8998088995234778,0.04123409206880834
Glycine betaine,200605_Smp_GBTFate1MT12-pos_B,Glycine betaine_13C-5 15N-1,7.98,2278803712,21030848,138921296,HILICPos,1,5,200605,Smp,GBTFate1MT12,pos,B,12,Fate1,ok,ok,ok,ok,all ok,2278803712,124.10061,7.86,HILIC,61051728,2217751984,2217751984,3081739350,0.7196429457929334,1930,2,12.5,3.5,1.041704299592832,0.047736503851686554,0.7496551508041501,0.03435323825368342
Glycine betaine,200605_Smp_GBTFate1MT12-pos_C,Glycine betaine_13C-5 15N-1,7.97,2566652160,29454844,155785232,HILICPos,1,5,200605,Smp,GBTFate1MT12,pos,C,12,Fate1,ok,ok,ok,ok,all ok,2566652160,124.10061,7.86,HILIC,61051728,2505600432,2505600432,3418932086,0.732860545039794,1930,2,12.5,3.5,1.0876936292472323,0.04984398273320971,0.7971277459664383,0.03652868835281415
Glycine betaine,200605_Smp_GBTFate1MT36-pos_A,Glycine betaine_13C-5 15N-1,8.01,6682872320,61798036,379257152,HILICPos,1,5,200605,Smp,GBTFate1MT36,pos,A,36,Fate1,ok,ok,ok,ok,all ok,6682872320,124.10061,7.86,HILIC,61051728,6621820592,6621820592,8042021606,0.823402487138257,1900,2,36,23.5,2.603777343824155,0.11931910740022758,2.143956740859054,0.09824764979646419
Glycine betaine,200605_Smp_GBTFate1MT36-pos_B,Glycine betaine_13C-5 15N-1,8,6634290688,77701368,400433536,HILICPos,1,5,200605,Smp,GBTFate1MT36,pos,B,36,Fate1,ok,ok,ok,ok,all ok,6634290688,124.10061,7.86,HILIC,61051728,6573238960,6573238960,7951864951,0.8266285959966374,1900,2,36,23.5,2.691209204120955,0.12332570633377299,2.224630485935733,0.10194455547698038
Glycine betaine,200605_Smp_GBTFate1MT36-pos_C,Glycine betaine_13C-5 15N-1,8,8507179008,70805664,461665760,HILICPos,1,5,200605,Smp,GBTFate1MT36,pos,C,36,Fate1,ok,ok,ok,ok,all ok,8507179008,124.10061,7.86,HILIC,61051728,8446127280,8446127280,10312259693,0.8190374885276854,1900,2,36,23.5,3.2427091296512245,0.14859840447812236,2.6559003415753355,0.12170766400298251
Glycine betaine,200605_Smp_GBTFate1MT4-pos_A,Glycine betaine_13C-5 15N-1,7.99,1046080256,10267298,62084884,HILICPos,1,5,200605,Smp,GBTFate1MT4,pos,A,4,Fate1,ok,ok,ok,ok,all ok,1046080256,124.10061,7.86,HILIC,61051728,985028528,985028528,1887726747,0.5218067337157881,1200,2,4.5,4.25,0.6318983026278011,0.02895698498034095,0.3297287893347635,0.015109949750848846
Glycine betaine,200605_Smp_GBTFate1MT4-pos_B,Glycine betaine_13C-5 15N-1,7.99,1963913856,18994408,113018736,HILICPos,1,5,200605,Smp,GBTFate1MT4,pos,B,4,Fate1,ok,ok,ok,ok,all ok,1963913856,124.10061,7.86,HILIC,61051728,1902862128,1902862128,3258720826,0.5839291641118324,1200,2,4.5,4.25,1.0346583424523355,0.04741362013093432,0.6041671810495263,0.02768619557057243
Glycine betaine,200605_Smp_GBTFate1MT4-pos_C,Glycine betaine_13C-5 15N-1,7.98,1385407616,14779722,82109072,HILICPos,1,5,200605,Smp,GBTFate1MT4,pos,C,4,Fate1,ok,ok,ok,ok,all ok,1385407616,124.10061,7.86,HILIC,61051728,1324355888,1324355888,2487934877,0.5323113157997664,1200,2,4.5,4.25,0.8503859534363009,0.03896926638154336,0.4526700658113162,0.020743781463310948
Glycine betaine,200605_Smp_GBTFate1MT50-pos_A,Glycine betaine_13C-5 15N-1,7.98,7506219520,69781384,457072352,HILICPos,1,5,200605,Smp,GBTFate1MT50,pos,A,50,Fate1,ok,ok,ok,ok,all ok,7506219520,124.10061,7.86,HILIC,61051728,7445167792,7445167792,9019146847,0.8254847069572278,900,2,50,14,2.8746007932837676,0.13172969708802001,2.3729389934628653,0.10874085039826857
Glycine betaine,200605_Smp_GBTFate1MT50-pos_B,Glycine betaine_13C-5 15N-1,7.99,5626701824,59130984,338239264,HILICPos,1,5,200605,Smp,GBTFate1MT50,pos,B,50,Fate1,ok,ok,ok,ok,all ok,5626701824,124.10061,7.86,HILIC,61051728,5565650096,5565650096,6508570849,0.8551262980958602,900,2,50,14,2.1730518774890673,0.09958094572540185,1.8582338075674847,0.08515428547904766
Glycine betaine,200605_Smp_GBTFate1MT50-pos_C,Glycine betaine_13C-5 15N-1,7.98,8188368896,70261776,439070176,HILICPos,1,5,200605,Smp,GBTFate1MT50,pos,C,50,Fate1,ok,ok,ok,ok,all ok,8188368896,124.10061,7.86,HILIC,61051728,8127317168,8127317168,9397733538,0.8648167278990156,900,2,50,14,2.7974322586842186,0.12819341903811637,2.419266212474439,0.11086381319073119
Glycine betaine,200605_Smp_GBTFate1MT8-pos_A,Glycine betaine_13C-5 15N-1,7.96,1777543808,18543038,111936776,HILICPos,1,5,200605,Smp,GBTFate1MT8,pos,A,8,Fate1,ok,ok,ok,ok,all ok,1777543808,124.10061,7.86,HILIC,61051728,1716492080,1716492080,2521587362,0.6807188622005792,1600,2,9,4.5,0.8143415700600675,0.03731751852320797,0.5543376670139224,0.02540273874926717
Glycine betaine,200605_Smp_GBTFate1MT8-pos_B,Glycine betaine_13C-5 15N-1,7.99,2371773440,25407970,142729632,HILICPos,1,5,200605,Smp,GBTFate1MT8,pos,B,8,Fate1,ok,ok,ok,ok,all ok,2371773440,124.10061,7.86,HILIC,61051728,2310721712,2310721712,3453940543,0.6690102748534777,1600,2,9,4.5,1.1177663241327487,0.051222075648631266,0.7477971557300117,0.034268094908256434
Glycine betaine,200605_Smp_GBTFate1MT8-pos_C,Glycine betaine_13C-5 15N-1,7.99,2657340416,25146806,157993248,HILICPos,1,5,200605,Smp,GBTFate1MT8,pos,C,8,Fate1,ok,ok,ok,ok,all ok,2657340416,124.10061,7.86,HILIC,61051728,2596288688,2596288688,4061483873,0.6392463368523142,1600,2,9,4.5,1.3297617354890288,0.06093684765706445,0.8500453182977377,0.03895365664410597
Glycine betaine,200605_Smp_GBTFate1MTlong-pos_A,Glycine betaine_13C-5 15N-1,8.02,8314834944,68748488,455515904,HILICPos,1,5,200605,Smp,GBTFate1MTlong,pos,A,96,Fate1,ok,ok,ok,ok,all ok,8314834944,124.10061,7.86,HILIC,61051728,8253783216,8253783216,9850634590,0.8378935530081418,800,1.9,98,48,3.2138423514111882,0.14727557316103954,2.692857786631962,0.12340125326721395
Glycine betaine,200605_Smp_GBTFate1MTlong-pos_B,Glycine betaine_13C-5 15N-1,8.01,9052900352,95868976,577156032,HILICPos,1,5,200605,Smp,GBTFate1MTlong,pos,B,96,Fate1,ok,ok,ok,ok,all ok,9052900352,124.10061,7.86,HILIC,61051728,8991848624,8991848624,10695325516,0.840726970913449,800,1.8,98,48,3.9961915849558793,0.18312703044605574,3.359706046409771,0.1539598335992874
Glycine betaine,200605_Smp_GBTFate1MTlong-pos_C,Glycine betaine_13C-5 15N-1,8.02,11838643200,100506032,668222976,HILICPos,1,5,200605,Smp,GBTFate1MTlong,pos,C,96,Fate1,ok,ok,ok,ok,all ok,11838643200,124.10061,7.86,HILIC,61051728,11777591472,11777591472,14009136281,0.8407078948880988,800,2,98,48,4.5695424208749476,0.20940105504009482,3.841650389255644,0.17604512017010504
Glycine betaine,200605_Smp_GBTFate2MT0-pos_A,Glycine betaine_13C-5 15N-1,7.98,386790304,4064353,24085984,HILICPos,1,5,200605,Smp,GBTFate2MT0,pos,A,0,Fate2,ok,ok,ok,ok,all ok,386790304,124.10061,7.86,HILIC,61051728,325738576,325738576,1896092748,0.1717946426110164,700,2,0.3,0,0.6581653957833515,0.030160684719396123,0.11306928894753904,0.0051814440522722
Glycine betaine,200605_Smp_GBTFate2MT0-pos_B,Glycine betaine_13C-5 15N-1,8.01,450774144,5113976,27576428,HILICPos,1,5,200605,Smp,GBTFate2MT0,pos,B,0,Fate2,ok,ok,ok,ok,all ok,450774144,124.10061,7.86,HILIC,61051728,389722416,389722416,1949568457,0.1999018883387689,700,2,0.3,0,0.6843021363424275,0.03135841100012333,0.13679328924910497,0.006268605574227877
Glycine betaine,200605_Smp_GBTFate2MT0-pos_C,Glycine betaine_13C-5 15N-1,7.96,317617824,3149068,19976496,HILICPos,1,5,200605,Smp,GBTFate2MT0,pos,C,0,Fate2,ok,ok,ok,ok,all ok,317617824,124.10061,7.86,HILIC,61051728,256566096,256566096,1358236514,0.18889647963035103,700,2,0.3,0,0.47435566327627077,0.021737532384101574,0.08960411488560774,0.004106143343207539
Glycine betaine,200605_Smp_GBTFate2MT12-pos_A,Glycine betaine_13C-5 15N-1,7.95,2938351104,34077368,167223664,HILICPos,1,5,200605,Smp,GBTFate2MT12,pos,A,12,Fate2,ok,ok,ok,ok,all ok,2938351104,124.10061,7.86,HILIC,61051728,2877299376,2877299376,3866920690,0.744080266099277,1900,2,13,7,1.2168564699758444,0.05576292004233492,0.90543888598425315,0.041492088383573274
Glycine betaine,200605_Smp_GBTFate2MT12-pos_B,Glycine betaine_13C-5 15N-1,7.96,3792276480,37905100,242525904,HILICPos,1,5,200605,Smp,GBTFate2MT12,pos,B,12,Fate2,ok,ok,ok,ok,all ok,3792276480,124.10061,7.86,HILIC,61051728,3731224752,3731224752,4805483349,0.7764514994680923,1900,2,13,7,1.5187788803841433,0.06959863168622438,1.1792581390347385,0.0540399619336964
Glycine betaine,200605_Smp_GBTFate2MT12-pos_C,Glycine betaine_13C-5 15N-1,8.01,3058052608,30161860,179995536,HILICPos,1,5,200605,Smp,GBTFate2MT12,pos,C,12,Fate2,ok,ok,ok,ok,all ok,3058052608,124.10061,7.86,HILIC,61051728,2997000880,2997000880,3991647111,0.7508180950517898,1900,2,13,7,1.253344034731659,0.05743497685940425,0.9410333806017483,0.043123219914921525
Glycine betaine,200605_Smp_GBTFate2MT24-pos_A,Glycine betaine_13C-5 15N-1,7.99,3634587904,36714748,225277568,HILICPos,1,5,200605,Smp,GBTFate2MT24,pos,A,24,Fate2,ok,ok,ok,ok,all ok,3634587904,124.10061,7.86,HILIC,61051728,3573536176,3573536176,4411979127,0.8099621673482138,700,2,25,12,1.484464650151627,0.0680261687672344,1.2023602053886198,0.05509862309110454
Glycine betaine,200605_Smp_GBTFate2MT24-pos_B,Glycine betaine_13C-5 15N-1,8,5171547136,58821004,288997696,HILICPos,1,5,200605,Smp,GBTFate2MT24,pos,B,24,Fate2,ok,ok,ok,ok,all ok,5171547136,124.10061,7.86,HILIC,61051728,5110495408,5110495408,6232642520,0.8199564456971294,700,2,25,12,1.9003603435931633,0.08708475034324573,1.5582127128764258,0.07140570236586964
Glycine betaine,200605_Smp_GBTFate2MT24-pos_C,Glycine betaine_13C-5 15N-1,7.99,4786963968,54186000,293533440,HILICPos,1,5,200605,Smp,GBTFate2MT24,pos,C,24,Fate2,ok,ok,ok,ok,all ok,4786963968,124.10061,7.86,HILIC,61051728,4725912240,4725912240,5813655157,0.8128986175435104,700,2,25,12,1.8894195807644454,0.0865833856401168,1.5359065651630568,0.07038351448908758
Glycine betaine,200605_Smp_GBTFate2MT48-pos_A,Glycine betaine_13C-5 15N-1,7.96,4798995456,46704616,274755040,HILICPos,1,5,200605,Smp,GBTFate2MT48,pos,A,48,Fate2,ok,ok,ok,ok,all ok,4798995456,124.10061,7.86,HILIC,61051728,4737943728,4737943728,5761912670,0.8222866258748763,900,2,51,26,1.780396199417159,0.0815873468739882,1.4639959835391891,0.0670881841750949
Glycine betaine,200605_Smp_GBTFate2MT48-pos_B,Glycine betaine_13C-5 15N-1,8,6067335680,56427540,339036896,HILICPos,1,5,200605,Smp,GBTFate2MT48,pos,B,48,Fate2,ok,ok,ok,ok,all ok,6067335680,124.10061,7.86,HILIC,61051728,6006283952,6006283952,7017527197,0.8558974954265504,900,2,51,26,2.3208271553496553,0.10635280519025508,1.9863901495816956,0.09102709959392716
Glycine betaine,200605_Smp_GBTFate2MT48-pos_C,Glycine betaine_13C-5 15N-1,7.97,6260375552,62699768,347555264,HILICPos,1,5,200605,Smp,GBTFate2MT48,pos,C,48,Fate2,ok,ok,ok,ok,all ok,6260375552,124.10061,7.86,HILIC,61051728,6199323824,6199323824,7415374127,0.8360095819613121,900,2,51,26,2.253467142919579,0.10326600647580719,1.8839201241157497,0.08633137090465372
Glycine betaine,200605_Smp_GBTFate2MT5-pos_A,Glycine betaine_13C-5 15N-1,8.01,1804232192,14651106,105036464,HILICPos,1,5,200605,Smp,GBTFate2MT5,pos,A,5,Fate2,ok,ok,ok,ok,all ok,1804232192,124.10061,7.86,HILIC,61051728,1743180464,1743180464,2365046706,0.7370596358954106,1300,2,6,5.75,0.823149447946153,0.03772114294599152,0.6067102323906998,0.027802731885331246
Glycine betaine,200605_Smp_GBTFate2MT5-pos_B,Glycine betaine_13C-5 15N-1,7.93,3273913088,30858014,190435296,HILICPos,1,5,200605,Smp,GBTFate2MT5,pos,B,5,Fate2,ok,ok,ok,ok,all ok,3273913088,124.10061,7.86,HILIC,61051728,3212861360,3212861360,4361279685,0.7366785879498118,1300,2,6,5.75,1.3939611934709615,0.06387881273720147,1.0269013636630222,0.047058153567152025
Glycine betaine,200605_Smp_GBTFate2MT5-pos_C,Glycine betaine_13C-5 15N-1,7.97,2208598272,21156372,134770352,HILICPos,1,5,200605,Smp,GBTFate2MT5,pos,C,5,Fate2,ok,ok,ok,ok,all ok,2208598272,124.10061,7.86,HILIC,61051728,2147546544,2147546544,2867442665,0.748941406994096,1300,2,6,5.75,0.8580203448942914,0.03931911533328724,0.64260696433469,0.029447713559475275
Glycine betaine,200605_Smp_GBTFate2MTlong-pos_A,Glycine betaine_13C-5 15N-1,7.96,5742861312,57512844,357647232,HILICPos,1,5,200605,Smp,GBTFate2MTlong,pos,A,96,Fate2,ok,ok,ok,ok,all ok,5742861312,124.10061,7.86,HILIC,61051728,5681809584,5681809584,6626422340,0.8574475474800479,1000,2,100,49,2.209071236614829,0.10123154683774656,1.8941627140441017,0.08680074156363739
Glycine betaine,200605_Smp_GBTFate2MTlong-pos_B,Glycine betaine_13C-5 15N-1,7.97,5650974720,55040064,339032704,HILICPos,1,5,200605,Smp,GBTFate2MTlong,pos,B,96,Fate2,ok,ok,ok,ok,all ok,5650974720,124.10061,7.86,HILIC,61051728,5589922992,5589922992,6364756511,0.8782618757432621,1000,2,100,49,2.0969638312654117,0.09609418147469986,1.841683387812938,0.08439585606998333
Glycine betaine,200605_Smp_GBTFate2MTlong-pos_C,Glycine betaine_13C-5 15N-1,7.97,5475185152,48375240,329279712,HILICPos,1,5,200605,Smp,GBTFate2MTlong,pos,C,96,Fate2,ok,ok,ok,ok,all ok,5475185152,124.10061,7.86,HILIC,61051728,5414133424,5414133424,6258701003,0.8650570496025979,1000,2,100,49,1.9351222060015731,0.08867772618043818,1.6739911061441914,0.07671129217511691
